title,url,gist1,gist2,gist3,gist4,gist5
GDP slump good news for you: RBI may be forced to cut rates,http://economictimes.indiatimes.com/markets/stocks/news/rbi-rate-cut-back-on-the-table-as-gdp-growth-rate-falls-to-2-year-low/articleshow/58941350.cms,"A surprise slowdown in Indian growth along with record-low inflation has thrown the central bank’s hawkish monetary-policy bias into question, with some economists suggesting an interest rate cut may be back on the table.","“The recent easing of world oil prices is helping to keep India’s inflation dragon at bay, and with bank credit growth very weak, the RBI has a stronger case for further monetary policy easing.”   The figures showed manufacturing and construction slowing in Asia’s third-largest economy while the impact of Prime Minister Narendra Modi’s shock ban on high-denomination notes in November continued to weigh.","Sovereign gained, with the yield on 10-year notes falling two basis points to 6.65 per cent at 11:54 a.m. in Mumbai Thursday, set for lowest close since May 15.","A normal is poised to boost rural incomes while increased government spending, and higher allowances for workers in the public sector may bolster activity and consumption in the $2 trillion economy.","According to Kaushik Das, chief India economist at in Mumbai, India’s growth and inflation dynamics are different from the last time the country was growing strongly at the start of the decade."
Top stocks that drive Prashant Jain’s stellar run on D-Street,http://economictimes.indiatimes.com/markets/stocks/news/top-stocks-that-drive-prashant-jains-stellar-run-on-d-street/articleshow/58940379.cms,of HDFC Mutual Fund generally stays away from the media; he prefers to make his funds do the talking.,"This clearly shows its strong positioning in the passenger vehicles segment,” said Gaurav Dua, Head of Research at Sharekhan.",State-run Punjab National Bank (PNB) experienced acute pressure from bad loans through the past few quarters.,Aurobindo Pharma posted some upbeat numbers for March quarter earlier this week and the company management went public to say it was looking to expand the high-end of its particular product portfolio.,"Other notable stocks in Jain’s HDFC Prudence portfolio included Adani Ports, , REC, PowerGrid and Vedanta."
What really went wrong for Sun Pharma: A tragedy in 4 parts,http://economictimes.indiatimes.com/markets/stocks/news/what-went-wrong-for-sun-pharma-a-tragedy-in-4-parts/articleshow/58937650.cms,", the largest pharma company in India with a market cap of Rs 1.2 lakh crore and annual revenues of over Rs 30,000 crore, is trading at one of the cheapest valuations on the Street.","It bought Caraco, Taro and Ranbaxy, apart from such as Dusa, URL and Insite Vision to ramp up its specialty business.",One of the overhangs on the Sun Pharma stock is the uncertainty surrounding the outcome of the Department of Justice enquiry on the drug price collusion case in the US.,"While the company had maintained that the results of the enquiry may not have material impact on the company’s financials, the Street is nevertheless apprehensive, given the current political scenario in the US.",Dilip Shanghvi’s investment in unrelated areas such as oil and gas and wind energy in his personal capacity had also put investors on the edge.
A push for consumption over savings may work,http://economictimes.indiatimes.com/markets/stocks/news/view-a-push-for-consumption-over-savings-can-work-well-too/articleshow/58938659.cms,"Over the past five years, the rate in the has dropped significantly.","Two, over the short term, an increase in consumption spending, which might imply an even lower savings rate, could actually help the economy recover faster.",This lack of investment demand is also the reason for low industrial credit offtake even after the banking system has turned flush with deposits since .,With the economy operating at full capacity savers (generally households) desire to save more than businesses are willing to invest.,A good equilibrium — where consumption picks up to fill the slack created by sluggish investment such that output does not fall below potential — can be much achievable.
10 solid money-making ideas after March quarter earnings,http://economictimes.indiatimes.com/markets/stocks/news/10-stocks-brokerages-are-bullish-on-after-march-quarter-earnings/articleshow/58939451.cms,"After a record-breaking spree, the domestic equity market has turned a bit tentative, but the bulls continued to be in the driver’s seat, pushing the benchmark indices to fresh peaks almost every day.","An early arrival of rains and projection of normal rainfall this year, easing of anxieties over , better-than-expected quarterly of most companies and an appreciating rupee have set the ball rolling in the domestic market.","Check out:      is one of the few large pharma companies that are currently free from regulatory overhang and possesses a lucrative product pipeline, which we believe will begin to fructify starting FY18, says the brokerage firm in its report.","“We have finetuned our earnings estimates for FY2018 on the back of a good operating performance in Q4FY2017 and higher billing rate in the Recruitment business in the coming quarters and introduce FY2019 numbers,” Sharekhan said in a report.","Buoyed by a strong demand outlook from the domestic auto OEMs (both 2Ws and PVs) and the ramping up of the Chennai plant, Rico’s revenues are expected to grow at a CAGR of 11.6% over the next two years."
"Sensex, Nifty negative on weak GDP numbers",http://economictimes.indiatimes.com/markets/stocks/news/sensex-nifty-negative-on-weak-gdp-numbers-infosys-icici-bank-ongc-top-losers/articleshow/58939143.cms,Benchmark indices opened on a weak note on Thursday after numbers were released post market hours of Wednesday.,"Data showed that the economic growth slowed to 6.1 per cent in the fourth quarter, which took away ‘fastest growing economy’ tag from India.","""Although real GDP growth disappointed the markets, it made complete sense to us.","With fiscal policy reaching its limits, and external sector likely to deteriorate this year, we don’t expect real GDP growth to pick up meaningfully in FY18,"" said Nikhil Gupta, Chief Economist, Securities.","The aggregate net profit of a sample of 1,882 companies excluding banks, finance, oil and gas companies, reported 14.5 per cent year-on-year growth in net profit, ET reported."
Rough ride: Dilip Shanghvi's big slide on the Indian billionaire list,http://economictimes.indiatimes.com/markets/stocks/news/dilip-shanghvis-swift-slide-on-the-indian-billionaire-list/articleshow/58938230.cms,"From being the richest Indian two years ago, baron has now slipped to being the sixth richest on the Bloomberg Billionaire Index, after a net worth erosion of $10.6 billion.","As much as $4 billion net worth got wiped out in the past three months as the stock of his flagship company, , lost one fourth of its value during this period.","In March 2015, Sun Pharma founder Dilip Shanghvi raced ahead of to become the country's richest person with a net worth of $21.5 billion.",The developments that led to the slide in the stock have been partly regulatory (US FDA issues at its key plant) and partly market-driven (price erosion amidst intensifying competition in the US market).,"Shanghvi is now the third richest in the global healthcare industry after Ernesto Bertarelli, co-owner of specialty pharma company Stallergenes Greer Plc with a net worth of $15.5 billion, and Stefano Pessina, CEO of drugstore chain Walgreens Boots Alliance Inc, with a net worth of $13.3 billion."
"Market outlook: 9,649 temporary top for Nifty50",http://economictimes.indiatimes.com/markets/stocks/news/market-outlook-9649-temporary-top-for-nifty-fatigue-is-showing/articleshow/58937658.cms,"The domestic equity market continued to scale fresh highs but ended Wednesday’s session with a minor loss of 3.30 points, or 0.03 per cent, as the benchmark Nifty50 continued to consolidate fiercely.",Pattern analysis showed the Nifty50 was hanging on above the rising trend line that it attempts to break on the upside.,"However, in order to get these upward moves healthy and sustainable, some minor corrective action looks imminent and long overdue.",The lead Indicators are neutral and the RSI has showed an upward inclination after making a minor pattern support.,")   (Milan Vaishnav, CMT, is Consultant Technical Analyst at Gemstone Equity Research & Advisory Services, Vadodara."
These 8 stocks have come alive at the first sight of monsoon,http://economictimes.indiatimes.com/markets/stocks/news/8-stocks-that-have-come-alive-on-first-sight-of-monsoon/articleshow/58937846.cms,"With the southwest hitting the Indian coast, companies dependent on good rains have a lot to cheer as prospects have become brighter.","Domestic brokerages have already started selling the 'monsoon theme' -the stocks of companies making tractors, tillers, pumps, agri inputs like fertilisers, seeds and agro chemicals, which could gain from a good monsoon.","Analysts say the demand for the manufacturer of polyvinyl chloride (PVC) pipes and fittings will remain strong in the rural segment, thanks to the normal monsoon forecast.","“VST would be a key beneficiary of normal to positive monsoon in southern and North East India“ said Chirag Shah, analyst, ICICI Securities.","“It is a niche company in fertiliser space, the results were excellent and with monsoon likely to be good, Coromandel can go up 25-30% in one year,“ said AK Prabhakar, head of research, IDBI Capital.Coromandel's 800-store strong network is also expected to help the Murugappa group company gain market share post rollout of the Direct Benefit Transfer programme."
Fall in RCom shares worries Franklin Mutual Fund investors,http://economictimes.indiatimes.com/markets/stocks/news/is-reliance-communications-downgrade-worrying-franklin-investors/articleshow/58932271.cms,in some fixed income schemes of are worried that the collapse of Reliance Communications’ share price and a likely default may also engulf them since their funds own about Rs.,"“With the fall in RCOM share prices, the trustee will automatically top-up shares from other group companies,” Santosh Kamath, managing director and CIO at Franklin Templeton Mutual Fund India told ET over phone.","“Some worried investors are making queries of their investments in such schemes,” said Vikram Dalal, managing director, Synergee Capital,an advisory firm.",Moody’s unit ICRA and CARE both downgraded the company’s rating to default status because of delays in servicing its debt.,"The collateral cover of the security currently stands at 2.26 times, the fund manager said in an email reply."
IN FOCUS: Stocks to watch in today's session,http://economictimes.indiatimes.com/markets/stocks/news/top-stocks-in-focus-on-thursday-1-june-2017/articleshow/58937644.cms,Domestic equity markets are likely to open in red on Thursday tracking Nifty futures on the Singapore Stock Exchange (SGX Nifty) and mixed global cues.,"Drug firm said it has entered into a pact with AB, Sweden to acquire the 'Neksium' brand in India for Rs 75 crore to expand presence in gastrointestinal therapy segment.","Rating company has cut the creditworthiness of state-owned citing weak financials as the lender, saddled with bad loans has already reported losses.",Private carrier said it plans to lease 6-8 single aisle aircraft in the fleet this fiscal.,"The airline has already leased one B-737NG of these planes this fiscal and the rest will be inducted in the fleet by March next year, the Naresh Goyal-promoted carrier said."
What changed market while you were sleeping,http://economictimes.indiatimes.com/markets/stocks/news/what-changed-your-market-while-you-were-sleeping/articleshow/58937583.cms,Good morning!,"Analysts noted that the index was losing momentum and the risk-reward ratio was turning unfavourable, even as the candles formed on the daily chart – a ‘small bearish’ pattern – failed to signal any trend reversal.","A healthy uptick in service tax collection relative to the revised estimates suggested improved compliance, which is a favourable trend,” said Aditi Nayar, Principal Economist at .",Prime Minister Narendra Modi will on June 6 take stock of the readiness of the country for the rollout of goods and services tax (GST) from July 1.,"The GST Council has favoured implementation of the new tax system from July 1, but a section of industry and some states such as West Bengal have demanded that it be postponed till September."
How superb rally in bitcoin and stocks is fuelled by psychology,http://economictimes.indiatimes.com/markets/stocks/news/how-superb-rally-in-bitcoin-and-stocks-is-fuelled-by-psychology/articleshow/58929979.cms,has been on an unbelievable run.,The reason these types of statistics matter is that human nature makes it difficult for people to process losses in the same way they deal with gains.,Research from the behavioral psychologist Daniel Kahneman shows that we regret losses twice as much as gains make us feel good.,The simple solution to deal with this issue for stock market investors is to avoid evaluating your portfolio on a regular basis.,"While stocks alternate gains and losses, on average, if you lengthen your time horizon, the probabilities for a positive return are much higher."
RCom’s lenders consortium eyeing SDR route for revival,http://economictimes.indiatimes.com/markets/stocks/news/rcoms-lenders-consortium-eyeing-sdr-route-for-revival/articleshow/58929907.cms,"The debt woes of led Reliance Group company have led to investors punishing the telco's scrip in the past few weeks, but ET NOW has learned that the company's top brass and the lender's consortium are now in damage control mode to fast -track the resolution of the company's net debt burden of around Rs 44,000 crore.","""The lenders consortium led by SBI is working on a fresh revival plan for Reliance Communications and is exploring options to pursue the (strategic debt restructuring) route for the account.","SDR, which involves conversion of debt into equity will give the lenders greater control and will also help to expedite deal closures,"" a source familar with ongoing negotiations told ET NOW on the condition of anonymity.","""A joint lenders forum meeting is expected this week and the lenders consortium may finalise advisors for the debt restructuring process,"" added another source familiar with the revival plans of Reliance Communications.","Deal proceeds from announced transactions with Candian investment giant Brookfield & Aircel are yet to come in even as the management stated on 30th May that it would repay Rs 25,000 crores ( expected to be generated from the two pending deals) prior to September 30th, 2017."
"Tech view: Nifty loses momentum, but charts hint at no trend reversal",http://economictimes.indiatimes.com/markets/stocks/news/tech-view-nifty-loses-momentum-but-charts-hint-at-no-trend-reversal/articleshow/58928519.cms,"The Nifty50 snapped a four-day winning streak on Wednesday, but continued the trend of forming higher lows for another session.","Analysts noted that the index was losing momentum and that the risk-reward ratio was turning favourable, even as the candles formed on the daily chart – a small bearish pattern – failed to signal any trend reversal.","The index hit a high and low of 9,631 and 9,581, respectively, before eventually closing the day at 9,621, down 3 points, or 0.03 per cent.","Mohammad said the momentum oscillators generated a sell signal, accompanied by a confirmed negative divergence on the RSI chart.","“But the major trend may remain intact as long as the Nifty50 holds above the previous swing high of 9,532."
F&O: Lower volatility continue to support Nifty’s bullish undertone,http://economictimes.indiatimes.com/markets/stocks/news/fo-watch-lower-volatility-still-supports-niftys-bullish-undertone/articleshow/58928263.cms,The Nifty50 index closed flat with a negative bias on Wednesday as it ended the winning streak of last four sessions.,"Now, if it negates the formation of higher lows, only then a small decline could be seen.","But major trend of the may remain intact till the Nifty50 holds above the previous swing high of 9,532.",The Nifty50 remained in a small trading range and stock-specific action was seen in the market.,"The index made a new record high of 23,469 and saw the highest daily close at 23,400."
ETMarkets After Hours: 50 scrips at 52-week low,http://economictimes.indiatimes.com/markets/stocks/news/etmarkets-after-hours-aviation-stocks-soar-50-scrips-at-52-week-low/articleshow/58927492.cms,Domestic equity benchmarks snapped a four-day winning streak on Wednesday amid selling pressure on select pharma and oil & gas counters.,"Here’s a look at the stocks and sectors that hogged limelight on Wednesday:    of closed over 8 per cent up at Rs 2,267 after reports that the company was planning to sell 13 properties, earlier owned by its former Chairman and promoter , who has failed to buy them back within an agreed deadline.","The company on Tuesday reported a standalone net loss of Rs 104.20 crore for the fourth quarter ended March 31, 2017, mainly on account of higher expenses and due to exceptional items.","The Diageo-controlled firm had posted a net profit of Rs 1.4 crore during the same period of previous financial year, United Spirits said in a BSE filing.",Reliance Communications emerged the most active stock in terms of traded volume on NSE on Tuesday.
"Sensex, Nifty50 end flat ahead of GDP numbers",http://economictimes.indiatimes.com/markets/stocks/news/sensex-nifty-end-flat-ahead-of-gdp-numbers/articleshow/58927472.cms,"Bringing a halt to the record-breaking run on Dalal Street, the domestic equity market ended flat on Wednesday ahead of March quarter GDP numbers, which were slated to be released later in the day.","Thankfully, rebound in midcap and smallcap pack saved the day and also kept the sentiment positive,"" said Jayant Manglik, President, Retail Distribution, Religare Securities.","This shows that the bulls are in control and trying their best to push the markets further upward, thanks to upbeat monsoon update and supportive global cues.","However, we can't ignore the possibility of profit taking ahead and suggest maintaining a cautious view on leveraged trades,"" Manglik added.","In the sectoral landscape, the S&P BSE Metal index tumbled over 1.43 per cent to 11,247 with Vedanta, and Tata Steel leading the fall."
120 stocks blinking on investor radar after big Q4 profit growth,http://economictimes.indiatimes.com/markets/stocks/news/120-stocks-blinking-on-investor-radar-after-posting-big-profit-growth-in-q4/articleshow/58923435.cms,"March quarter numbers may not have inspired any revision in EPS targets for the domestic , but some companies have delivered stellar numbers this season.","In the NBFC space, (DHFL), Indiabulls Ventures, , and SREI Infra Finance posted over 100 per cent increase in profit for the quarter ended March 31, 2017.","The ongoing earnings season has been in line with expectation, said Harendra Kumar, MD for Institutional , Elara Capital.","I think this is very big positive.”   Shibani Sircar Kurian, VP & Head of Equity Research at Kotak Mutual Fund, said, “There has not been any significant disappointment in any pocket.","And this trend has been fairly positive so far.”   Among the 120 companies, shares of Indiabulls Ventures have surged the most at 581 per cent since the beginning of this calendar year."
"Insurance premium, bank charges to increase",http://economictimes.indiatimes.com/wealth/personal-finance-news/gst-impact-insurance-premium-bank-charges-to-increase/articleshow/58895024.cms,"The impending implementation of would undoubtedly impact one’s personal finances especially when it comes to , albeit marginally.","If these are not passed on to customers, prices might either go up, or stay low but will affect the market's solvency and financial health,"" says Verillaud.","The GST rate for work contracts which will also be offset by input credits, will provide for a seamless and simplified tax policy”, says Talwar.",“More clarity will prevail once the GST gets implemented and the government clears its stand on the abatement available for the land cost for calculating service tax on under-construction projects.” says Hiranandani .,Transaction fees in financial services are likely to increase as the government has put these under the 18% tax bracket in the new GST regime.
Jindal Poly plans to create a first for India,http://economictimes.indiatimes.com/industry/indl-goods/svs/chem-/-fertilisers/jindal-poly-films-in-talks-to-acquire-european-operations-of-dupont-teijin-films/articleshow/58918150.cms,"India's largest polyester-based packaging film company is in advanced negotiations to acquire the European operations of DuPont Films (DTF) for Rs 2,000 crore ($300 million), said several people with knowledge of the mater.","The former is predominantly used by global food and FMCG corporations due to its high moisture-retaining capacity while BOPET is used in flexible packaging for XRays, electronic displays, credit and debit cards and photography.","DTF, the fourth-largest player worldwide, was established in 2000 as a 50:50 global alliance combining the polyester film interests of DuPont and Japan's Teijin.","Entering the BOPP and BOPET segment in 1996 with a plant in Nashik, a decade after commencing production of polyester yarns in Uttar Pradesh, the company has expanded operations both organically and inorganically.","It first took over French company Rexor’s operation and then followed it up with the acquisition of the BOPP film business of ExxonMobil, with five plants, an R&D centre and more than 190 registered patents in 2013 for $160 million."
China's Xi has a big cheque for Southeast Asia ,http://economictimes.indiatimes.com/news/international/business/southeast-asia-finds-china-love-as-xi-pushes-one-belt-one-road-dream/articleshow/58920255.cms,"Dominated by Japanese investment since the 1980s, has found a new source of funds in .","""Southeast Asia is an attractive FDI destination for China because of its fast-growing and large domestic market,'' Lee Ju Ye, a Maybank economist at Singapore, said in an interview.","China brings ready capital and expertise and China’s investment will continue growing, boosted by the `One Belt One Road' initiatives.","Credit Suisse Group AG estimates the plan could funnel investments worth as much as $502 billion into 62 countries, including those in Southeast Asia, over five years.","Citigroup Inc. research shows Chinese investment into the five largest Southeast Asian nations — Singapore, Malaysia, Thailand, Indonesia and the Philippines — climbed to $13.5 billion last year, exceeding flows from for the first time."
Railways to pour more money into Rail Neer brand,http://economictimes.indiatimes.com/industry/transportation/railways/indian-railways-to-pour-more-money-into-rail-neer-brand/articleshow/58918751.cms,"is working on a plan to increase annual sales of , the national transporter’s packaged brand, to Rs 600 crore from the present sales of Rs 150 crore in next three years and make it among the top packaged drinking water brands revenue-wise.",Indian Railways is now ramping up the production to meet the total demand and also making it available outside the stations.,operates six Neer plants across the country and the plan is to set up six more including though public private partnership model.,"There are six operational Rail Neer plants located at Danapur (Bihar), Nangloi (Delhi), Palur (Tamil Nadu), Ambernath (Maharashtra), Amethi (Uttar Pradesh) and Parassala (Kerala).","There’s an annual loss of almost Rs 500 crore because of waving off service charge which could be partially made up through increasing the availability of Neer,"" the official said."
Leather exporters want buffaloes out of ban list,http://economictimes.indiatimes.com/news/economy/foreign-trade/leather-exporters-want-buffaloes-out-of-slaughter-ban-list/articleshow/58918618.cms,"India’s exporters are planning to appeal to the environment ministry to allow trading of , a move that comes in the wake of the ministry’s decision to ban buying or selling of at animal markets for slaughtering to prevent cruelty to animals.",Ministry officials said they will look into the concerns raised with regard to availability of inputs for exports.,"""The situation will stabilise if buffalo is excluded from the ban,"" a government official said on condition of anonymity.","The US continues to be the largest importer of leather and its items, with its share rising to 15.36% in 2016-17 from 14.25% in the previous fiscal.","The ban will disturb the entire supply chain for a few months till an alternative system comes up, said Rafeeque Ahmed, president of All India Skin and Hide Tanners and Merchants Association, stressing that a new system is inevitable since demand and supply exist for cattle."
Payment bank gives India Post new lease of life,http://economictimes.indiatimes.com/industry/banking/finance/banking/how-india-post-payments-bank-prepares-for-a-new-life-from-money-order-to-mobile-banking/articleshow/58917285.cms,The peace and tranquil of the postmaster as captured by Rabindranath Tagore more than a century ago may be coming to an end as the ubiquitous postman adds machines and mutual fund investments to the dwindling postcards and inland letters in his brown shoulder bag.,"Not long away, it used to be the only mechanism for thousands of villagers to receive funds from bread winners from far off places through money orders – an instrument that India Post suspended few years back.","Despite its head start more than a century ago, it had fallen on bad times due to years of neglect by the government and its inability to cope with developments such as private couriers and lack of interest in lobbying for widening of its role as an institution beyond accepting savings.","It is developing an open source nonproprietary platform, which makes transactions cheaper eliminating the entire debate around digital payments being more expensive than cash.","“This is like a transformation from the days of the to the digital, it will be interesting to note how the switch happens.” Even for Japan Post, diversifying of asset ownership happened in recent years before which it was just buying the Japanese government bonds."
Android creator creates an anti-iPhone ,http://economictimes.indiatimes.com/small-biz/security-tech/technology/father-of-android-andy-rubins-essential-smartphone-looks-stunning/articleshow/58921680.cms,created the software that powers hundreds of millions of Android devices around the world.,"With the new products, Rubin is betting he can take on Apple and Samsung, which have dominated consumer hardware in recent years.","Uniquely, it includes a magnetic connector on the back to connect to such accessories as a camera that takes 360-degree photos and a wireless charging hub.","The Home assistant device has a circular screen and can play music, set timers and control lights with a user's voice.","In creating his new company, Rubin hired hardware designers from the likes of Apple, Inc's Google, and Samsung, Bloomberg News reported in January along with details about the new smartphone."
"No more human shields, army officers told ",http://economictimes.indiatimes.com/news/defence/no-more-human-shields-word-quietly-goes-out-to-army-officers-in-jk/articleshow/58920807.cms,"Serving Army officers, some of them still in and a few just back, have told TOI that though Major , who used a human shield during the April 9 Srinagar Lok Sabha by-poll, was commended by Army chief Bipin Rawat ""for sustained efforts in counter-insurgency operations"" in J&K, the word that has quietly gone out to officers is not to follow such measures.","We have been asked to focus more on bettering relations with locals rather than taking such measures,"" said an Army Major who recently got posted out of Kashmir.","Another serving Major, on the condition of anonymity, said, ""There is a famous saying in the Valley -- 'Jawan aur awam, aman hai mukaam' -- which translates into 'good relationship between the Army and natives will bring peace here'.","""   Another officer currently serving in J&K said, ""We are definitely not propagating using civilians as human shields and even if no official word is given, we are all aware that good relations with locals are important in any counter-insurgency operation areas.","Maj Gen (retd) Dipankar Banerjee, mentor, Institute of Peace and Conflict Studies (IPCS), Delhi, told TOI, ""The country lacks a clear-cut counter-insurgency policy because of which officers on the ground have to make such 'improvisations'."
FM says made-in-India arms will help us win wars,http://economictimes.indiatimes.com/news/defence/made-in-india-arms-will-help-us-win-wars-arun-jaitley/articleshow/58922654.cms,"India's military preparedness, which has to be fully backed by indigenous manufacture of weapon systems and platforms through a healthy competition between the public and private sectors, is the best deterrent to guarantee peace in the region.",“No country can indefinitely win wars and battles only on the strength of trying to buy or import equipment from outside.,"Speaking at an awards function for defence PSUs, in the backdrop of the government recently finalising the “strategic partnership (SP)“ policy to expand the Indian private sector's role in defence production, Jaitley stressed the need for India to “unleash its own poArun tential“ to become an arms-manufacturing hub.","Sloppy performance by the DRDO and its 50 labs, five defence PSUs, four shipyards, and the 41 ordnance factories as well as the failure to attract the private sector to jump into defence production in a major way has meant that India still continues to import around 65% of its military hardware and software.","Competition is always the best guarantee for competence, efficiency , and price control.“ Turning to the economy , Jaitley said it has been logging impressive growth over last three years."
"ED, banks tussle over assets pledged by Mallya",http://economictimes.indiatimes.com/news/politics-and-nation/enforcement-directorate-banks-claim-right-over-assets-pledged-by-vijay-mallya/articleshow/58918471.cms,Banks and the Enforcement Directorate may soon lock horns to decide who has the right over the promoter shares of companies pledged with banks by .,"""   Another banker said the banks hold prior right on all pledged assets and that the Enforcement Directorate cannot confiscate a property where a charge has already been created.","""   The tussle — expected to be a long drawn one — may also spell trouble for Dutch brewer 's plans to take majority ownership in United Breweries, where Mallya is the joint owner.",ED officials said a confiscation order from the courts is required before the agency can dispose of the assets and the shares.,Lawyers that ET spoke with were divided over who has a bigger claim on the pledged assets: an investigative agency like ED or the banks that had lent money in the first place.
